road_event_feed_info_feed_update_date,road_event_feed_info_version,road_event_id,subidentifier,road_name,road_number,direction,beginning_cross_street,ending_cross_street,beginning_milepost,ending_milepost,beginning_accuracy,ending_accuracy,start_date,end_date,start_date_accuracy,end_date_accuracy,event_status,total_num_lanes,vehicle_impact,workers_present,reduced_speed_limit,restrictions,description,issuing_organization,creation_date,update_date,types_of_work,lanes,geometry_linestring,geometry_multipoint
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-02,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/02/2024 12:00:00 AM,04/02/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-03,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/03/2024 12:00:00 AM,04/03/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-04,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/04/2024 12:00:00 AM,04/04/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-05,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/05/2024 12:00:00 AM,04/05/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-06,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/06/2024 12:00:00 AM,04/06/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-07,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/07/2024 12:00:00 AM,04/07/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-08,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/08/2024 12:00:00 AM,04/08/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-09,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/09/2024 12:00:00 AM,04/09/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-06,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/06/2024 12:00:00 AM,04/06/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-10,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/10/2024 12:00:00 AM,04/10/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-11,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/11/2024 12:00:00 AM,04/11/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-12,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/12/2024 12:00:00 AM,04/12/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-13,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/13/2024 12:00:00 AM,04/13/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-14,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/14/2024 12:00:00 AM,04/14/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-01-27_00083+2024-04-15,ELP,Americas,,southbound,Pan American,,,,Estimated,Estimated,04/15/2024 12:00:00 AM,04/15/2024 11:59:59 PM,Estimated,Estimated,,5,all-lanes-open,,,[],2022- 02/04 - On-Going Closure - Left Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-entrance-ramp""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 4, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 5, ""lane_status"": ""open"", ""lane_type"": ""middle-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 6, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.323587 31.676631))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-02,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/02/2024 12:00:00 AM,04/02/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-03,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/03/2024 12:00:00 AM,04/03/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-04,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/04/2024 12:00:00 AM,04/04/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-05,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/05/2024 12:00:00 AM,04/05/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-07,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/07/2024 12:00:00 AM,04/07/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-08,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/08/2024 12:00:00 AM,04/08/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-09,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/09/2024 12:00:00 AM,04/09/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-10,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/10/2024 12:00:00 AM,04/10/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-11,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/11/2024 12:00:00 AM,04/11/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-12,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/12/2024 12:00:00 AM,04/12/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-13,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/13/2024 12:00:00 AM,04/13/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-14,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/14/2024 12:00:00 AM,04/14/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-06-30_00025+2024-04-15,ELP,IH-10,,eastbound,TransMountain,,,,Estimated,Estimated,04/15/2024 12:00:00 AM,04/15/2024 11:59:59 PM,Estimated,Estimated,,2,all-lanes-open,,,[],2022- 06/30 - On-Going Closure - Left andamp; Right Shoulder Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""open"", ""lane_type"": ""left-lane""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""right-lane""}]",,MULTIPOINT ((-106.582949 31.908373))
04/02/2024 08:43:42 PM,2,ELP_2022-07-06_00036+2024-04-02,ELP,Joe Battle,,southbound,Montana,,,,Estimated,Estimated,04/02/2024 12:00:00 AM,04/02/2024 11:59:59 PM,Estimated,Estimated,,1,all-lanes-open,,,[],2022- 07/06 - On-Going Closure - Turnaround Lane Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""unknown""}]",,MULTIPOINT ((-106.268686 31.806206))
04/02/2024 08:43:42 PM,2,ELP_2022-07-06_00036+2024-04-03,ELP,Joe Battle,,southbound,Montana,,,,Estimated,Estimated,04/03/2024 12:00:00 AM,04/03/2024 11:59:59 PM,Estimated,Estimated,,1,all-lanes-open,,,[],2022- 07/06 - On-Going Closure - Turnaround Lane Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""unknown""}]",,MULTIPOINT ((-106.268686 31.806206))
04/02/2024 08:43:42 PM,2,ELP_2022-07-06_00036+2024-04-04,ELP,Joe Battle,,southbound,Montana,,,,Estimated,Estimated,04/04/2024 12:00:00 AM,04/04/2024 11:59:59 PM,Estimated,Estimated,,1,all-lanes-open,,,[],2022- 07/06 - On-Going Closure - Turnaround Lane Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""unknown""}]",,MULTIPOINT ((-106.268686 31.806206))
04/02/2024 08:43:42 PM,2,ELP_2022-07-06_00036+2024-04-05,ELP,Joe Battle,,southbound,Montana,,,,Estimated,Estimated,04/05/2024 12:00:00 AM,04/05/2024 11:59:59 PM,Estimated,Estimated,,1,all-lanes-open,,,[],2022- 07/06 - On-Going Closure - Turnaround Lane Closed,TxDOT,,,[],"[{""lane_edge_reference"": ""left"", ""lane_number"": 1, ""lane_status"": ""closed"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 2, ""lane_status"": ""open"", ""lane_type"": ""unknown""}, {""lane_edge_reference"": ""left"", ""lane_number"": 3, ""lane_status"": ""open"", ""lane_type"": ""unknown""}]",,MULTIPOINT ((-106.268686 31.806206))
